Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST
56,2014,Reggie Wayne (FA),64,116,779,12.2,80,10,2,0,0,0,1,15,87.9,5.9,0.0%
67,2013,Reggie Wayne (FA),38,58,503,13.2,35,8,2,1,5,0,0,7,64.8,9.3,0.0%
15,2012,Reggie Wayne (FA),106,195,"1,355",12.8,33,22,5,1,-5,0,1,16,163.0,10.2,0.0%
28,2011,Reggie Wayne (FA),75,131,960,12.8,56,0,4,0,0,0,0,16,120.0,7.5,0.0%
9,2010,Reggie Wayne (FA),111,175,"1,355",12.2,50,0,6,0,0,0,1,16,169.5,10.6,0.0%
6,2009,Reggie Wayne (FA),100,149,"1,264",12.6,65,0,10,0,0,0,0,16,184.4,11.5,0.0%
10,2008,Reggie Wayne (FA),82,7,"1,145",14.0,65,0,6,0,0,0,0,16,152.5,9.5,0.0%
2,2007,Reggie Wayne (FA),104,0,"1,510",14.5,64,0,10,1,4,0,0,16,211.4,13.2,0.0%
3,2006,Reggie Wayne (FA),86,0,"1,310",15.2,51,0,9,0,0,0,0,16,187.0,11.7,0.0%
21,2005,Reggie Wayne (FA),83,0,"1,055",12.7,66,0,5,0,0,0,0,15,135.5,9.0,0.0%
8,2004,Reggie Wayne (FA),77,105,"1,210",15.7,71,0,12,1,-4,0,0,16,192.6,12.0,0.0%
20,2003,Reggie Wayne (FA),68,107,838,12.3,57,0,7,0,0,0,0,16,125.8,7.9,0.0%
49,2002,Reggie Wayne (FA),49,72,716,14.6,49,0,4,0,0,0,1,15,93.6,6.2,0.0%
78,2008,Reggie Williams (FA),27,10,265,9.8,32,0,3,0,0,0,0,10,44.5,4.5,0.0%
55,2007,Reggie Williams (FA),18,0,247,13.7,80,0,4,0,0,0,0,6,48.7,8.1,0.0%
45,2006,Reggie Williams (FA),52,0,616,11.8,48,0,4,7,33,0,0,16,88.9,5.6,0.0%
83,2005,Reggie Williams (FA),35,15,445,12.7,41,0,0,2,3,0,1,12,42.8,3.6,0.0%
94,2004,Reggie Williams (FA),27,54,268,9.9,26,0,1,0,0,0,1,16,34.8,2.2,0.0%
145,2015,Ricardo Lockette (FA),4,7,69,17.3,40,2,1,0,0,0,0,8,12.9,1.6,0.0%
104,2014,Ricardo Lockette (FA),11,15,195,17.7,48,3,2,1,2,0,0,16,31.7,2.0,0.0%
149,2013,Ricardo Lockette (FA),5,7,82,16.4,33,2,0,1,-2,0,0,8,8.0,1.0,0.0%
127,2011,Ricardo Lockette (FA),2,4,105,52.5,61,0,1,0,0,0,0,2,16.5,8.3,0.0%
100,2017,Ricardo Louis (FA),27,61,357,13.2,37,7,0,0,0,0,0,16,35.7,2.2,0.0%
127,2016,Ricardo Louis (FA),18,35,205,11.4,42,3,0,0,0,0,0,16,20.5,1.3,0.0%
176,2005,Rich Parson (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
180,2004,Richard Alston (FA),0,1,0,0.0,0,0,0,0,0,0,1,9,-2.0,-0.2,0.0%
211,2012,Richard Goodman (FA),0,2,0,0.0,0,0,0,0,0,0,0,7,0.0,0.0,0.0%
190,2011,Richard Goodman (FA),0,2,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%
175,2010,Richard Goodman (FA),1,2,25,25.0,25,0,0,0,0,0,1,3,0.5,0.2,0.0%
168,2004,Richard Smith (FA),0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
365,2021,Richie James Jr. (NYG),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
104,2020,Richie James Jr. (NYG),23,35,394,17.1,47,15,1,0,0,0,2,11,41.4,3.8,0.0%
136,2019,Richie James Jr. (NYG),6,10,165,27.5,57,9,1,2,-1,0,1,16,20.4,1.3,0.0%
140,2018,Richie James Jr. (NYG),9,14,130,14.4,53,5,1,0,0,0,1,13,17.0,1.3,0.0%
139,2006,Ricky Proehl (FA),3,0,30,10.0,13,0,0,0,0,0,0,2,3.0,1.5,0.0%
60,2005,Ricky Proehl (FA),25,0,441,17.6,69,0,4,1,-8,0,0,13,67.3,5.2,0.0%
76,2004,Ricky Proehl (FA),34,64,497,14.6,34,0,0,1,9,0,0,16,50.6,3.2,0.0%
73,2003,Ricky Proehl (FA),27,52,389,14.4,66,0,4,0,0,0,0,16,62.9,3.9,0.0%
61,2002,Ricky Proehl (FA),43,70,466,10.8,33,0,4,0,0,0,0,15,70.6,4.7,0.0%
227,2020,Rico Gafford (FA),0,2,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%
219,2019,Rico Gafford (FA),2,2,66,33.0,49,3,1,0,0,0,0,4,0.0,0.0,0.0%
208,2018,Rico Gafford (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
196,2015,Rico Richardson (FA),0,5,0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%
195,2014,Rico Richardson (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
91,2015,Riley Cooper (FA),21,41,327,15.6,62,4,2,0,0,0,0,16,44.7,2.8,0.0%
63,2014,Riley Cooper (FA),55,95,577,10.5,50,5,3,0,0,0,1,16,73.7,4.6,0.0%
23,2013,Riley Cooper (FA),47,84,835,17.8,63,13,8,0,18,0,0,16,137.3,8.6,0.0%
94,2012,Riley Cooper (FA),23,48,248,10.8,23,3,3,0,0,0,0,11,42.8,3.9,0.0%
99,2011,Riley Cooper (FA),16,35,315,19.7,58,0,1,0,0,0,0,16,37.5,2.3,0.0%
124,2010,Riley Cooper (FA),7,18,116,16.6,37,0,1,0,0,0,0,13,17.6,1.4,0.0%
272,2019,Riley McCarron (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
245,2018,Riley McCarron (FA),0,1,0,0.0,0,0,0,0,0,0,1,1,-2.0,-2.0,0.0%
187,2020,Riley Ridley (FA),4,4,39,9.8,18,0,0,0,0,0,0,5,3.9,0.8,0.0%
163,2019,Riley Ridley (FA),6,7,69,11.5,32,2,0,0,0,0,0,5,6.9,1.4,0.0%
180,2018,Rishard Matthews (FA),5,9,24,4.8,7,0,0,0,0,0,0,8,2.4,0.3,0.0%
37,2017,Rishard Matthews (FA),53,87,795,15.0,75,13,4,1,-3,0,0,14,103.2,7.4,0.0%
14,2016,Rishard Matthews (FA),65,108,945,14.5,60,16,9,0,0,0,1,16,146.5,9.2,0.0%
49,2015,Rishard Matthews (FA),43,61,662,15.4,53,10,4,1,4,0,0,11,90.6,8.2,0.0%
112,2014,Rishard Matthews (FA),12,22,135,11.3,23,2,2,1,3,0,0,14,25.8,1.8,0.0%
77,2013,Rishard Matthews (FA),41,67,448,10.9,29,7,2,0,0,0,0,16,56.8,3.6,0.0%
135,2012,Rishard Matthews (FA),11,20,151,13.7,30,3,0,0,0,0,0,8,15.1,1.9,0.0%
367,2021,River Cracraft (MIA),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%
185,2020,River Cracraft (MIA),6,9,41,6.8,12,0,0,0,0,0,0,9,4.1,0.5,0.0%
263,2019,River Cracraft (MIA),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
179,2018,River Cracraft (MIA),1,2,44,44.0,44,3,0,0,0,0,1,8,2.4,0.3,0.0%
51,2021,Robbie Anderson (CAR),53,110,519,9.8,57,6,5,3,36,0,0,17,85.5,5.0,24.9%
27,2020,Robbie Anderson (CAR),95,136,"1,096",11.5,75,25,3,4,15,0,1,16,129.1,8.1,24.9%
38,2019,Robbie Anderson (CAR),52,96,779,15.0,92,22,5,1,4,0,0,16,110.3,6.9,24.9%
36,2018,Robbie Anderson (CAR),50,94,752,15.0,76,18,6,2,-8,0,2,14,106.4,7.6,24.9%
16,2017,Robbie Anderson (CAR),63,114,941,14.9,69,17,7,3,9,0,0,16,137.0,8.6,24.9%
68,2016,Robbie Anderson (CAR),42,78,587,14.0,52,10,2,3,42,0,1,16,72.9,4.6,24.9%
146,2002,Robert Baker (FA),1,4,17,17.0,17,0,0,0,0,0,0,8,1.7,0.2,0.0%
194,2019,Robert Davis (FA),2,5,17,8.5,11,0,0,0,0,0,0,6,1.7,0.3,0.0%
218,2017,Robert Davis (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
146,2008,Robert Ferguson (FA),2,0,16,8.0,9,0,0,0,0,0,0,2,1.6,0.8,0.0%
106,2007,Robert Ferguson (FA),9,6,102,11.3,34,0,0,0,0,0,0,4,10.2,2.6,0.0%
121,2006,Robert Ferguson (FA),5,0,31,6.2,10,0,1,0,0,0,0,4,9.1,2.3,0.0%
69,2005,Robert Ferguson (FA),27,8,366,13.6,51,0,3,0,0,0,0,11,56.6,5.1,0.0%
85,2004,Robert Ferguson (FA),24,46,367,15.3,48,0,1,0,0,0,0,13,44.7,3.4,0.0%
57,2003,Robert Ferguson (FA),38,59,520,13.7,47,0,4,1,-8,0,0,15,75.2,5.0,0.0%
82,2002,Robert Ferguson (FA),22,52,293,13.3,40,0,3,0,0,0,0,14,47.3,3.4,0.0%
188,2020,Robert Foster (FA),2,6,37,18.5,28,1,0,0,0,0,0,4,3.7,0.9,0.0%
155,2019,Robert Foster (FA),3,18,64,21.3,24,3,0,2,29,0,0,13,9.3,0.7,0.0%
69,2018,Robert Foster (FA),27,44,541,20.0,75,20,3,0,0,0,0,13,72.1,5.5,0.0%
136,2014,Robert Herron (FA),6,12,58,9.7,16,0,1,1,0,0,0,8,11.8,1.5,0.0%
138,2014,Robert Meachem (FA),7,21,114,16.3,25,2,0,0,0,0,0,11,11.4,1.0,0.0%
99,2013,Robert Meachem (FA),16,30,324,20.3,60,5,2,2,-1,0,0,15,44.3,3.0,0.0%
102,2012,Robert Meachem (FA),14,32,207,14.8,46,2,2,1,-6,0,0,15,32.1,2.1,0.0%
45,2011,Robert Meachem (FA),40,60,620,15.5,67,0,6,4,18,0,0,16,99.8,6.2,0.0%
45,2010,Robert Meachem (FA),44,66,638,14.5,55,0,5,4,14,0,0,16,95.2,6.0,0.0%
21,2009,Robert Meachem (FA),45,64,722,16.0,54,0,9,6,82,0,1,16,132.4,8.3,0.0%
61,2008,Robert Meachem (FA),12,1,289,24.1,74,0,3,1,20,1,0,14,54.9,3.9,0.0%
48,2021,Robert Woods (TEN),45,69,556,12.4,28,8,4,8,46,1,0,9,92.2,10.2,82.5%
13,2020,Robert Woods (TEN),90,129,936,10.4,56,19,6,24,155,2,1,16,155.1,9.7,82.5%
22,2019,Robert Woods (TEN),90,139,"1,134",12.6,48,20,2,17,115,1,0,15,142.9,9.5,82.5%
10,2018,Robert Woods (TEN),86,130,"1,219",14.2,39,27,6,19,157,1,0,16,179.6,11.2,82.5%
33,2017,Robert Woods (TEN),56,85,781,13.9,94,12,5,2,12,0,1,12,107.3,8.9,82.5%
72,2016,Robert Woods (TEN),51,76,613,12.0,34,10,1,1,6,0,0,13,67.9,5.2,82.5%
65,2015,Robert Woods (TEN),47,80,552,11.7,37,5,3,1,0,0,1,14,71.2,5.1,82.5%
46,2014,Robert Woods (TEN),65,104,699,10.8,37,11,5,0,0,0,1,16,99.9,6.2,82.5%
56,2013,Robert Woods (TEN),40,85,587,14.7,57,9,3,2,16,0,0,14,80.3,5.7,82.5%
192,2011,Roberto Wallace (FA),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
149,2010,Roberto Wallace (FA),6,10,62,10.3,19,0,0,0,0,0,0,12,6.2,0.5,0.0%
147,2006,Rod Gardner (FA),2,0,17,8.5,13,0,0,0,0,0,0,6,1.7,0.3,0.0%
111,2005,Rod Gardner (FA),13,0,151,11.6,33,0,1,0,0,0,0,6,21.1,3.5,0.0%
42,2004,Rod Gardner (FA),51,106,650,12.7,51,0,5,3,7,0,0,16,95.7,6.0,0.0%
33,2003,Rod Gardner (FA),59,115,600,10.2,35,0,5,0,0,0,0,16,99.8,6.2,0.0%
16,2002,Rod Gardner (FA),71,141,"1,006",14.2,43,0,8,1,1,0,0,16,148.7,9.3,0.0%
357,2021,Rod Harper (PHI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
59,2006,Rod Smith (FA),52,0,512,9.8,20,0,3,1,-5,0,0,16,68.7,4.3,0.0%
16,2005,Rod Smith (FA),85,8,"1,105",13.0,72,0,6,1,7,0,0,16,147.2,9.2,0.0%
15,2004,Rod Smith (FA),79,136,"1,144",14.5,85,0,7,5,33,0,0,16,159.7,10.0,0.0%
24,2003,Rod Smith (FA),74,114,845,11.4,38,0,3,10,98,0,0,15,115.2,7.7,0.0%
23,2002,Rod Smith (FA),89,147,"1,027",11.5,46,0,5,6,9,0,1,16,131.6,8.2,0.0%
231,2019,Rod Streater (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%
241,2018,Rod Streater (FA),0,0,0,0.0,0,0,0,1,-11,0,0,3,-1.1,-0.4,0.1%
112,2016,Rod Streater (FA),18,27,191,10.6,25,1,2,0,0,0,0,16,31.1,1.9,0.1%
192,2015,Rod Streater (FA),1,1,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,0.1%
132,2014,Rod Streater (FA),9,13,84,9.3,17,0,1,0,0,0,0,3,14.4,4.8,0.1%
35,2013,Rod Streater (FA),60,99,888,14.8,66,10,4,2,17,0,1,16,112.5,7.0,0.1%
62,2012,Rod Streater (FA),39,75,584,15.0,64,6,3,0,0,0,1,16,76.4,4.8,0.1%
81,2015,Roddy White (FA),43,70,506,11.8,25,6,1,0,0,0,0,16,56.6,3.5,0.0%
26,2014,Roddy White (FA),80,125,921,11.5,39,14,7,0,0,0,1,14,132.1,9.4,0.0%
53,2013,Roddy White (FA),63,97,711,11.3,39,8,3,0,0,0,1,13,87.1,6.7,0.0%
10,2012,Roddy White (FA),92,143,"1,351",14.7,59,18,7,0,0,0,0,16,177.1,11.1,0.0%
7,2011,Roddy White (FA),100,180,"1,296",13.0,43,0,8,0,0,0,0,16,177.6,11.1,0.0%
3,2010,Roddy White (FA),115,179,"1,389",12.1,46,0,10,1,3,0,1,16,201.2,12.6,0.0%
7,2009,Roddy White (FA),85,165,"1,153",13.6,90,0,11,1,2,0,0,16,181.5,11.3,0.0%
6,2008,Roddy White (FA),88,0,"1,382",15.7,70,0,7,2,4,0,0,16,180.6,11.3,0.0%
10,2007,Roddy White (FA),83,14,"1,202",14.5,69,0,6,1,-2,0,0,16,156.0,9.8,0.0%
76,2006,Roddy White (FA),30,0,506,16.9,55,0,0,0,0,0,0,16,50.6,3.2,0.0%
62,2005,Roddy White (FA),29,8,446,15.4,54,0,3,4,12,0,0,14,63.8,4.6,0.0%
363,2021,Rodney Adams (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
198,2014,Rodney Smith (FA),0,1,0,0.0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%
193,2013,Rodney Smith (FA),0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%
73,2017,Roger Lewis (FA),36,72,416,11.6,34,6,2,0,0,0,0,15,53.6,3.6,0.0%
125,2016,Roger Lewis (FA),7,19,97,13.9,30,2,2,0,0,0,0,13,21.7,1.7,0.0%
169,2005,Romby Bryant (FA),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
265,2021,Romeo Doubs (GB),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,24.9%
81,2002,Ron Dixon (FA),22,36,377,17.1,33,0,2,0,0,0,1,10,47.7,4.8,0.0%
88,2002,Ron Dugans (FA),47,73,421,9.0,31,0,0,0,0,0,0,16,42.1,2.6,0.0%
157,2003,Ron Johnson (FA),1,3,12,12.0,12,0,0,0,0,0,0,3,1.2,0.4,0.0%
116,2002,Ron Johnson (FA),10,26,114,11.4,33,0,1,0,0,0,0,13,17.4,1.3,0.0%
154,2004,Ronald Bellamy (FA),1,2,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,0.0%
85,2021,Rondale Moore (ARI),54,64,435,8.1,77,7,1,18,76,0,1,14,55.1,3.9,31.6%
197,2012,Roscoe Parrish (FA),0,0,0,0.0,0,0,0,0,0,0,0,13,0.0,0.0,0.0%
170,2011,Roscoe Parrish (FA),1,4,16,16.0,16,0,0,0,0,0,0,2,1.6,0.8,0.0%
81,2010,Roscoe Parrish (FA),33,53,400,12.1,37,0,2,3,23,0,0,8,54.3,6.8,0.0%
176,2009,Roscoe Parrish (FA),3,4,34,11.3,16,0,0,2,4,0,3,12,-2.2,-0.2,0.0%
91,2008,Roscoe Parrish (FA),24,2,232,9.7,22,0,1,2,9,0,0,13,30.1,2.3,0.0%
51,2007,Roscoe Parrish (FA),35,5,352,10.1,47,0,1,3,19,1,0,16,49.1,3.1,0.0%
81,2006,Roscoe Parrish (FA),23,0,320,13.9,51,0,2,2,18,0,0,16,45.8,2.9,0.0%
112,2005,Roscoe Parrish (FA),15,0,148,9.9,28,0,1,2,-2,0,0,10,20.7,2.1,0.0%
152,2008,Roy Hall (FA),1,0,9,9.0,9,0,0,0,0,0,0,2,0.9,0.5,0.0%
154,2007,Roy Hall (FA),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
69,2011,Roy Williams (FA),37,63,507,13.7,25,0,2,0,0,0,0,15,62.7,4.2,0.0%
54,2010,Roy Williams (FA),37,64,530,14.3,63,0,5,0,0,0,2,15,81.0,5.4,0.0%
38,2009,Roy Williams (FA),38,86,596,15.7,66,0,7,0,0,0,1,15,99.6,6.6,0.0%
80,2008,Roy Williams (FA),28,0,317,11.3,38,0,1,1,13,0,0,11,39.0,3.5,0.0%
36,2007,Roy Williams (FA),43,0,568,13.2,91,0,3,2,1,0,0,8,74.9,9.4,0.0%
10,2006,Roy Williams (FA),82,0,"1,310",16.0,60,0,7,2,2,0,0,16,173.2,10.8,0.0%
29,2005,Roy Williams (FA),45,7,687,15.3,51,0,8,0,0,0,0,12,116.7,9.7,0.0%
28,2004,Roy Williams (FA),54,118,817,15.1,46,0,8,1,1,0,1,14,127.8,9.1,0.0%
138,2010,Roydell Williams (FA),8,18,109,13.6,34,0,0,0,0,0,0,13,10.9,0.8,0.0%
67,2007,Roydell Williams (FA),23,0,321,14.0,48,0,1,2,-17,0,0,7,36.4,5.2,0.0%
118,2006,Roydell Williams (FA),8,0,121,15.1,20,0,0,0,0,0,0,7,12.1,1.7,0.0%
87,2005,Roydell Williams (FA),21,0,299,14.2,50,0,2,0,0,0,0,7,41.9,6.0,0.0%
28,2015,Rueben Randle (FA),57,90,797,14.0,72,13,8,0,0,0,0,16,127.7,8.0,0.0%
35,2014,Rueben Randle (FA),71,127,938,13.2,49,12,3,0,0,0,0,16,111.8,7.0,0.0%
47,2013,Rueben Randle (FA),41,79,611,14.9,37,16,6,0,0,0,1,16,95.1,5.9,0.0%
84,2012,Rueben Randle (FA),19,32,298,15.7,56,4,3,0,0,0,0,16,47.8,3.0,0.0%
45,2021,Russell Gage (TB),66,94,770,11.7,49,11,4,0,0,0,2,13,97.0,7.5,58.6%
40,2020,Russell Gage (TB),72,109,786,10.9,35,7,4,2,9,0,0,16,109.1,6.8,58.6%
84,2019,Russell Gage (TB),49,74,446,9.1,19,0,1,4,12,0,1,16,49.8,3.1,58.6%
165,2018,Russell Gage (TB),6,10,63,10.5,22,1,0,0,0,0,0,15,6.3,0.4,58.6%
186,2019,Russell Shepard (FA),3,8,25,8.3,12,0,0,0,0,0,0,3,2.5,0.8,0.0%
119,2018,Russell Shepard (FA),10,19,188,18.8,49,8,2,0,0,0,0,12,30.8,2.6,0.0%
112,2017,Russell Shepard (FA),17,32,202,11.9,40,1,1,2,19,0,0,15,28.1,1.9,0.0%
93,2016,Russell Shepard (FA),23,40,341,14.8,24,5,2,1,9,0,0,14,47.0,3.4,0.0%
163,2015,Russell Shepard (FA),3,9,28,9.3,18,0,1,0,0,0,0,13,8.8,0.7,0.0%
155,2014,Russell Shepard (FA),4,8,63,15.8,23,2,0,0,0,0,0,16,6.3,0.4,0.0%
202,2013,Russell Shepard (FA),0,0,0,0.0,0,0,0,0,0,0,0,14,0.0,0.0,0.0%
169,2012,Ruvell Martin (FA),4,6,41,10.3,16,0,0,0,0,0,0,14,4.1,0.3,0.0%
146,2011,Ruvell Martin (FA),7,16,82,11.7,28,0,0,0,0,0,0,14,8.2,0.6,0.0%
120,2010,Ruvell Martin (FA),7,9,158,22.6,61,0,1,0,0,0,0,5,21.8,4.4,0.0%
126,2009,Ruvell Martin (FA),6,12,99,16.5,33,0,0,0,0,0,0,8,9.9,1.2,0.0%
100,2008,Ruvell Martin (FA),15,0,149,9.9,17,0,1,0,0,0,0,13,22.9,1.8,0.0%
56,2007,Ruvell Martin (FA),16,1,242,15.1,36,0,4,0,0,0,0,15,48.2,3.2,0.0%
87,2006,Ruvell Martin (FA),21,0,358,17.0,36,0,1,0,0,0,0,13,41.8,3.2,0.0%
169,2014,Ryan Broyles (FA),2,5,25,12.5,21,1,0,0,0,0,0,5,2.5,0.5,0.0%
145,2013,Ryan Broyles (FA),8,14,85,10.6,22,1,0,0,0,0,0,6,8.5,1.4,0.0%
92,2012,Ryan Broyles (FA),22,32,310,14.1,40,5,2,0,0,0,0,10,43.0,4.3,0.0%
199,2017,Ryan Davis (FA),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%
198,2016,Ryan Davis (FA),0,0,0,0.0,0,0,0,0,0,0,0,9,0.0,0.0,0.0%
203,2015,Ryan Davis (FA),0,0,0,0.0,0,0,0,0,0,0,0,14,0.0,0.0,0.0%
188,2014,Ryan Davis (FA),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%
192,2013,Ryan Davis (FA),0,0,0,0.0,0,0,0,0,0,0,0,7,0.0,0.0,0.0%
194,2012,Ryan Davis (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
200,2019,Ryan Grant (FA),4,9,14,3.5,9,0,0,0,0,0,0,2,1.4,0.7,0.0%
100,2018,Ryan Grant (FA),35,52,334,9.5,23,3,1,0,0,0,0,14,39.4,2.8,0.0%
52,2017,Ryan Grant (FA),45,65,573,12.7,40,10,4,0,0,0,0,16,81.3,5.1,0.0%
158,2016,Ryan Grant (FA),9,19,76,8.4,17,0,0,0,0,0,0,16,7.6,0.5,0.0%
97,2015,Ryan Grant (FA),23,42,268,11.7,35,3,2,0,0,0,0,16,38.8,2.4,0.0%
152,2014,Ryan Grant (FA),7,15,68,9.7,21,1,0,0,0,0,0,16,6.8,0.4,0.0%
187,2013,Ryan Spadola (FA),0,1,0,0.0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%
370,2021,Ryan Switzer (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
183,2019,Ryan Switzer (FA),8,11,27,3.4,8,0,0,0,0,0,0,9,2.7,0.3,0.0%
112,2018,Ryan Switzer (FA),36,44,253,7.0,24,1,1,6,21,0,0,16,33.4,2.1,0.0%
179,2017,Ryan Switzer (FA),6,7,41,6.8,12,0,0,4,5,0,1,16,2.6,0.2,0.0%
207,2013,Ryan Whalen (FA),0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%
161,2012,Ryan Whalen (FA),7,12,53,7.6,10,0,0,0,0,0,0,9,5.3,0.6,0.0%
162,2011,Ryan Whalen (FA),4,5,27,6.8,13,0,0,0,0,0,0,4,2.7,0.7,0.0%
155,2007,Ryne Robinson (FA),0,0,0,0.0,0,0,0,0,0,0,0,7,0.0,0.0,0.0%
205,2015,Saalim Hakim (FA),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
191,2014,Saalim Hakim (FA),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%
210,2013,Saalim Hakim (FA),0,1,0,0.0,0,0,0,2,-3,0,0,3,-0.3,-0.1,0.0%
218,2019,Saeed Blacknall (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
206,2018,Saeed Blacknall (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
174,2010,Sam Aiken (FA),1,1,7,7.0,7,0,0,0,0,0,0,3,0.7,0.2,0.0%
85,2009,Sam Aiken (FA),20,41,326,16.3,81,0,2,0,0,0,0,12,44.6,3.7,0.0%
122,2008,Sam Aiken (FA),7,2,92,13.1,43,0,0,0,0,0,0,9,9.2,1.0,0.0%
161,2007,Sam Aiken (FA),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
177,2006,Sam Aiken (FA),0,0,0,0.0,0,0,0,0,0,0,0,9,0.0,0.0,0.0%
143,2005,Sam Aiken (FA),4,0,57,14.3,22,0,0,0,0,0,0,15,5.7,0.4,0.0%
120,2004,Sam Aiken (FA),11,18,148,13.5,54,0,0,0,0,0,0,11,14.8,1.3,0.0%
144,2003,Sam Aiken (FA),3,8,35,11.7,19,0,0,0,0,0,0,5,3.5,0.7,0.0%
360,2021,Sam Giguere (NYG),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
137,2011,Sam Hurd (FA),8,15,109,13.6,28,0,0,0,0,0,0,10,10.9,1.1,0.0%
134,2010,Sam Hurd (FA),14,23,120,8.6,13,0,0,0,0,0,0,13,12.0,0.9,0.0%
115,2009,Sam Hurd (FA),7,12,121,17.3,53,0,1,0,0,0,0,12,18.1,1.5,0.0%
168,2008,Sam Hurd (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
90,2007,Sam Hurd (FA),6,0,120,20.0,51,0,1,0,0,0,0,8,18.0,2.3,0.0%
124,2006,Sam Hurd (FA),5,0,75,15.0,33,0,0,0,0,0,0,12,7.5,0.6,0.0%
179,2003,Sam Simmons (FA),0,2,0,0.0,0,0,0,0,0,0,0,7,0.0,0.0,0.0%
84,2007,Samie Parker (FA),14,0,153,10.9,22,0,1,1,2,0,0,7,21.5,3.1,0.0%
63,2006,Samie Parker (FA),41,0,561,13.7,43,0,1,3,7,0,0,16,62.8,3.9,0.0%
55,2005,Samie Parker (FA),36,0,533,14.8,49,0,3,0,0,0,0,11,71.3,6.5,0.0%
112,2004,Samie Parker (FA),9,13,137,15.2,48,0,1,0,0,0,0,3,19.7,6.6,0.0%
193,2018,Sammie Coates (FA),1,2,12,12.0,12,0,0,0,0,0,0,12,1.2,0.1,0.0%
163,2017,Sammie Coates (FA),6,11,70,11.7,38,1,0,0,0,0,0,12,7.0,0.6,0.0%
85,2016,Sammie Coates (FA),21,49,435,20.7,72,7,2,4,14,0,0,14,56.9,4.1,0.0%
189,2015,Sammie Coates (FA),1,2,11,11.0,11,0,0,0,0,0,0,6,1.1,0.2,0.0%
181,2012,Sammie Stroughter (FA),1,2,14,14.0,14,0,0,0,0,0,0,2,1.4,0.7,0.0%
157,2011,Sammie Stroughter (FA),4,7,52,13.0,29,0,0,0,0,0,1,6,3.2,0.5,0.0%
119,2010,Sammie Stroughter (FA),24,38,239,10.0,27,0,0,1,2,0,1,12,22.1,1.8,0.0%
90,2009,Sammie Stroughter (FA),31,58,334,10.8,35,0,1,0,0,0,0,13,39.4,3.0,0.0%
102,2021,Sammy Watkins (GB),27,49,394,14.6,49,9,1,0,0,0,1,11,43.4,3.9,13.5%
94,2020,Sammy Watkins (GB),37,55,421,11.4,37,5,2,1,3,0,1,10,51.4,5.1,13.5%
52,2019,Sammy Watkins (GB),52,90,673,12.9,68,16,3,2,12,0,1,14,86.5,6.2,13.5%
62,2018,Sammy Watkins (GB),40,55,519,13.0,50,13,3,5,52,0,0,10,75.1,7.5,13.5%
