Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST
59,2018,Rashaad Penny (SEA),85,419,4.9,38,6,2,9,12,75,8.3,0,0,14,61.4,4.4,89.6%
34,2016,Rashad Jennings (FA),181,593,3.3,25,3,3,35,42,201,5.7,1,0,13,103.4,8.0,0.0%
20,2015,Rashad Jennings (FA),195,863,4.4,38,6,3,29,40,296,10.2,1,2,16,135.9,8.5,0.0%
30,2014,Rashad Jennings (FA),167,639,3.8,18,0,4,30,41,226,7.5,0,1,11,108.5,9.9,0.0%
21,2013,Rashad Jennings (FA),163,733,4.5,80,4,6,36,47,292,8.1,0,0,15,138.5,9.2,0.0%
60,2012,Rashad Jennings (FA),101,283,2.8,21,1,2,19,26,130,6.8,0,1,10,53.3,5.3,0.0%
41,2010,Rashad Jennings (FA),84,459,5.5,74,0,4,26,34,223,8.6,0,0,13,92.2,7.1,0.0%
76,2009,Rashad Jennings (FA),39,202,5.2,28,0,1,16,18,101,6.3,0,0,15,36.3,2.4,0.0%
25,2013,Rashard Mendenhall (FA),217,687,3.2,28,1,8,18,21,134,7.4,0,3,15,126.1,8.4,0.0%
86,2012,Rashard Mendenhall (FA),51,182,3.6,20,1,0,9,11,62,6.9,1,1,6,28.4,4.7,0.0%
19,2011,Rashard Mendenhall (FA),228,928,4.1,68,0,9,18,28,154,8.6,0,1,15,160.2,10.7,0.0%
8,2010,Rashard Mendenhall (FA),324,"1,273",3.9,50,0,13,23,34,167,7.3,0,2,16,218.0,13.6,0.0%
13,2009,Rashard Mendenhall (FA),242,"1,108",4.6,60,0,7,25,32,261,10.4,1,3,16,178.9,11.2,0.0%
110,2008,Rashard Mendenhall (FA),19,58,3.1,12,0,0,2,0,17,8.5,0,0,4,7.5,1.9,0.0%
148,2014,Ray Agnew (FA),2,2,1.0,2,0,0,3,9,15,5.0,0,0,12,1.7,0.1,0.0%
144,2013,Ray Graham (FA),4,8,2.0,4,0,0,1,3,12,12.0,0,0,1,2.0,2.0,0.0%
171,2003,Ray Jackson (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
28,2013,Ray Rice (FA),214,660,3.1,47,1,4,58,73,321,5.5,0,2,15,120.1,8.0,0.0%
6,2012,Ray Rice (FA),257,"1,143",4.4,46,5,9,61,83,478,7.8,1,0,16,222.1,13.9,0.0%
1,2011,Ray Rice (FA),291,"1,364",4.7,70,0,12,76,104,704,9.3,3,2,16,296.8,18.6,0.0%
11,2010,Ray Rice (FA),307,"1,220",4.0,50,0,5,63,83,556,8.8,1,0,16,213.6,13.4,0.0%
4,2009,Ray Rice (FA),254,"1,339",5.3,59,0,7,78,101,702,9.0,1,3,16,246.1,15.4,0.0%
49,2008,Ray Rice (FA),107,454,4.2,60,0,0,33,9,273,8.3,0,0,13,72.7,5.6,0.0%
173,2020,Raymond Calais (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,4,0.0,0.0,0.0%
156,2012,Reagan Maui'a (FA),0,0,0.0,0,0,0,1,1,7,7.0,0,0,1,0.7,0.7,0.0%
147,2011,Reagan Maui'a (FA),0,0,0.0,0,0,0,1,2,12,12.0,0,0,2,1.2,0.6,0.0%
135,2010,Reagan Maui'a (FA),0,0,0.0,0,0,0,2,6,20,10.0,0,0,9,2.0,0.2,0.0%
131,2007,Reagan Maui'a (FA),2,5,2.5,3,0,0,2,0,5,2.5,0,0,4,1.0,0.3,0.0%
150,2021,Reggie Bonnafon (FA),1,4,4.0,4,0,0,2,2,12,6.0,0,0,1,1.6,1.6,0.0%
107,2020,Reggie Bonnafon (FA),12,69,5.8,22,1,0,2,2,18,9.0,1,0,2,14.7,7.4,0.0%
88,2019,Reggie Bonnafon (FA),16,116,7.3,59,4,1,6,10,57,9.5,0,0,16,23.3,1.5,0.0%
99,2016,Reggie Bush (FA),12,-3,-0.3,5,0,1,7,10,90,12.9,0,0,13,16.7,1.3,0.0%
138,2015,Reggie Bush (FA),8,28,3.5,9,0,0,4,10,19,4.8,0,0,5,4.7,0.9,0.0%
51,2014,Reggie Bush (FA),76,297,3.9,26,1,2,40,56,253,6.3,0,0,11,67.0,6.1,0.0%
11,2013,Reggie Bush (FA),223,"1,006",4.5,39,6,4,54,80,506,9.4,3,4,14,185.2,13.2,0.0%
14,2012,Reggie Bush (FA),227,986,4.3,65,6,6,35,51,292,8.3,2,2,16,171.8,10.7,0.0%
13,2011,Reggie Bush (FA),216,"1,086",5.0,76,0,6,43,52,296,6.9,1,2,15,176.2,11.7,0.0%
70,2010,Reggie Bush (FA),36,150,4.2,23,0,0,34,42,208,6.1,1,1,8,39.8,5.0,0.0%
37,2009,Reggie Bush (FA),70,390,5.6,55,0,5,47,68,335,7.1,3,2,14,116.5,8.3,0.0%
30,2008,Reggie Bush (FA),106,404,3.8,43,0,2,52,2,440,8.5,4,0,10,120.4,12.0,0.0%
12,2007,Reggie Bush (FA),157,581,3.7,22,0,4,73,13,417,5.7,2,0,12,137.8,11.5,0.0%
17,2006,Reggie Bush (FA),155,565,3.6,18,0,6,88,0,742,8.4,2,0,16,176.7,11.0,0.0%
140,2021,Reggie Gilliam (BUF),3,3,1.0,2,0,0,3,5,23,7.7,0,0,8,2.6,0.3,0.0%
125,2020,Reggie Gilliam (BUF),0,0,0.0,0,0,0,2,2,16,8.0,1,0,14,7.6,0.5,0.0%
130,2007,Reno Mahe (FA),0,0,0.0,0,0,0,1,0,11,11.0,0,0,7,1.1,0.2,0.0%
125,2006,Reno Mahe (FA),4,18,4.5,11,0,0,5,0,23,4.6,0,0,12,4.1,0.3,0.0%
97,2005,Reno Mahe (FA),20,87,4.4,13,0,0,12,3,68,5.7,0,0,11,15.5,1.4,0.0%
89,2004,Reno Mahe (FA),23,91,4.0,22,0,0,14,16,123,8.8,0,0,11,21.4,1.9,0.0%
153,2003,Reno Mahe (FA),0,0,0.0,0,0,0,1,2,5,5.0,0,0,2,0.5,0.3,0.0%
68,2006,Reshard Lee (FA),21,72,3.4,13,0,2,20,0,138,6.9,0,0,14,33.0,2.4,0.0%
140,2005,Reshard Lee (FA),11,16,1.5,4,0,0,1,0,5,5.0,0,0,7,2.1,0.3,0.0%
93,2004,Reshard Lee (FA),27,128,4.7,14,0,1,1,3,4,4.0,0,0,12,19.2,1.6,0.0%
152,2008,Reuben Droughns (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,8,0.0,0.0,0.0%
58,2007,Reuben Droughns (FA),38,155,4.1,45,0,3,1,0,4,4.0,0,0,8,33.9,4.2,0.0%
33,2006,Reuben Droughns (FA),220,758,3.4,22,0,4,27,0,169,6.3,0,0,14,116.7,8.3,0.0%
14,2005,Reuben Droughns (FA),309,"1,232",4.0,75,0,2,39,0,369,9.5,0,0,16,172.1,10.8,0.0%
13,2004,Reuben Droughns (FA),275,"1,240",4.5,51,0,6,32,44,241,7.5,2,3,16,190.1,11.9,0.0%
93,2003,Reuben Droughns (FA),6,14,2.3,12,0,0,9,12,87,9.7,2,0,14,22.1,1.6,0.0%
96,2002,Reuben Droughns (FA),4,11,2.8,9,0,1,5,7,53,10.6,1,0,14,18.4,1.3,0.0%
55,2021,Rex Burkhead (HOU),122,427,3.5,36,3,3,25,32,186,7.4,0,0,15,79.3,5.3,11.3%
48,2020,Rex Burkhead (HOU),67,274,4.1,18,0,3,25,33,192,7.7,3,0,10,82.6,8.3,11.3%
49,2019,Rex Burkhead (HOU),65,302,4.6,33,2,3,27,38,279,10.3,0,1,13,74.1,5.7,11.3%
80,2018,Rex Burkhead (HOU),57,186,3.3,12,0,0,14,20,131,9.4,1,1,8,35.7,4.5,11.3%
38,2017,Rex Burkhead (HOU),64,264,4.1,31,2,5,30,36,254,8.5,3,0,10,99.8,10.0,11.3%
59,2016,Rex Burkhead (HOU),74,344,4.6,17,0,2,17,20,145,8.5,0,1,16,58.9,3.7,11.3%
112,2015,Rex Burkhead (HOU),4,4,1.0,2,0,0,10,15,94,9.4,1,1,16,13.8,0.9,11.3%
109,2014,Rex Burkhead (HOU),9,27,3.0,10,0,1,7,10,49,7.0,0,0,9,13.6,1.5,11.3%
160,2013,Rex Burkhead (HOU),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,11.3%
36,2021,Rhamondre Stevenson (NE),133,606,4.6,21,1,5,14,18,123,8.8,0,1,12,100.9,8.4,89.5%
151,2006,Rich Alexis (FA),3,5,1.7,3,0,0,0,0,0,0.0,0,0,1,0.5,0.5,0.0%
169,2005,Rich Alexis (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
146,2002,Richard Huntley (FA),3,4,1.3,3,0,0,0,0,0,0.0,0,0,1,0.4,0.4,0.0%
121,2012,Richard Murphy (FA),23,92,4.0,14,0,0,0,1,0,0.0,0,0,5,9.2,1.8,0.0%
56,2004,Richie Anderson (FA),57,246,4.3,27,0,1,26,41,207,8.0,0,1,11,54.3,4.9,0.0%
33,2003,Richie Anderson (FA),70,306,4.4,19,0,1,69,87,493,7.1,4,0,15,109.9,7.3,0.0%
71,2002,Richie Anderson (FA),5,27,5.4,16,0,0,45,56,257,5.7,1,0,16,34.4,2.2,0.0%
143,2019,Ricky Ortiz (FA),0,0,0.0,0,0,0,1,1,8,8.0,0,0,2,0.8,0.4,0.0%
145,2018,Ricky Ortiz (FA),0,0,0.0,0,0,0,3,4,11,3.7,0,0,12,1.1,0.1,0.0%
54,2011,Ricky Williams (FA),108,444,4.1,28,0,2,13,20,83,6.4,0,2,16,60.7,3.8,0.0%
38,2010,Ricky Williams (FA),159,673,4.2,45,0,2,19,30,141,7.4,1,2,16,95.4,6.0,0.0%
7,2009,Ricky Williams (FA),241,"1,121",4.7,68,0,11,35,53,264,7.5,2,2,16,212.5,13.3,0.0%
39,2008,Ricky Williams (FA),123,509,4.1,51,0,4,22,2,182,8.3,1,0,13,99.1,7.6,0.0%
26,2005,Ricky Williams (FA),168,743,4.4,35,0,6,17,0,93,5.5,0,0,12,119.6,10.0,0.0%
9,2003,Ricky Williams (FA),392,"1,372",3.5,45,0,9,50,62,351,7.0,1,5,16,222.3,13.9,0.0%
65,2003,Ricky Williams (FA),48,155,3.2,19,0,2,22,29,157,7.1,1,2,13,45.2,3.5,0.0%
2,2002,Ricky Williams (FA),383,"1,853",4.8,63,0,16,47,59,363,7.7,1,5,16,313.6,19.6,0.0%
106,2002,Ricky Williams (FA),11,35,3.2,10,0,0,1,2,20,20.0,1,0,5,11.5,2.3,0.0%
189,2021,Rico Dowdle (DAL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.2%
143,2020,Rico Dowdle (DAL),7,24,3.4,7,0,0,0,0,0,0.0,0,0,15,2.4,0.2,0.2%
102,2004,Rob Konrad (FA),2,18,9.0,15,0,0,8,18,69,8.6,1,0,10,14.7,1.5,0.0%
98,2003,Rob Konrad (FA),4,17,4.3,11,0,0,16,19,166,10.4,0,0,11,18.3,1.7,0.0%
65,2002,Rob Konrad (FA),3,2,0.7,2,0,0,34,45,233,6.9,3,1,15,39.5,2.6,0.0%
70,2002,Robert Edwards (FA),20,107,5.4,19,0,1,18,23,126,7.0,1,0,11,35.3,3.2,0.0%
109,2004,Robert Holcombe (FA),17,62,3.6,20,0,0,11,20,60,5.5,0,0,14,12.2,0.9,0.0%
67,2003,Robert Holcombe (FA),63,201,3.2,21,0,1,19,25,121,6.4,1,1,15,44.2,2.9,0.0%
74,2002,Robert Holcombe (FA),47,242,5.1,39,0,0,10,11,91,9.1,0,1,8,31.3,3.9,0.0%
104,2014,Robert Hughes (FA),7,11,1.6,5,0,0,8,12,140,17.5,0,0,16,15.1,0.9,0.0%
152,2013,Robert Hughes (FA),0,0,0.0,0,0,0,1,2,6,6.0,0,0,1,0.6,0.6,0.0%
153,2012,Robert Hughes (FA),1,5,5.0,5,0,0,1,1,3,3.0,0,0,5,0.8,0.2,0.0%
148,2018,Robert Kelley (FA),4,8,2.0,6,0,0,0,0,0,0.0,0,0,2,0.8,0.4,0.0%
73,2017,Robert Kelley (FA),62,194,3.1,21,1,3,4,7,18,4.5,0,0,7,39.2,5.6,0.0%
26,2016,Robert Kelley (FA),168,704,4.2,66,4,6,12,18,82,6.8,1,0,15,120.6,8.0,0.0%
108,2002,Robert Thomas (FA),10,31,3.1,14,0,0,12,16,80,6.7,0,0,13,11.1,0.9,0.0%
169,2019,Robert Turbin (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,0.0%
174,2018,Robert Turbin (FA),4,10,2.5,5,0,0,1,2,3,3.0,0,1,2,-0.7,-0.4,0.0%
95,2017,Robert Turbin (FA),23,53,2.3,7,0,1,9,11,56,6.2,0,0,6,16.9,2.8,0.0%
45,2016,Robert Turbin (FA),47,164,3.5,18,0,7,26,35,179,6.9,1,0,15,82.3,5.5,0.0%
88,2015,Robert Turbin (FA),50,199,4.0,22,2,1,7,10,23,3.3,0,0,10,28.2,2.8,0.0%
58,2014,Robert Turbin (FA),74,310,4.2,17,0,0,16,20,186,11.6,2,1,16,59.6,3.7,0.0%
80,2013,Robert Turbin (FA),77,264,3.4,15,0,0,8,12,60,7.5,0,1,16,30.4,1.9,0.0%
59,2012,Robert Turbin (FA),80,354,4.4,26,2,0,19,23,181,9.5,0,0,16,53.5,3.3,0.0%
117,2018,Roc Thomas (FA),8,30,3.8,23,1,0,2,4,21,10.5,0,0,5,5.1,1.0,0.0%
121,2011,Rock Cartwright (FA),4,45,11.3,35,0,0,4,6,24,6.0,0,0,12,6.9,0.6,0.0%
128,2010,Rock Cartwright (FA),9,22,2.4,10,0,0,1,3,10,10.0,0,0,15,3.2,0.2,0.0%
61,2009,Rock Cartwright (FA),64,228,3.6,34,0,0,27,32,242,9.0,1,0,16,53.0,3.3,0.0%
146,2008,Rock Cartwright (FA),5,14,2.8,7,0,0,1,0,-7,-7.0,0,0,12,0.7,0.1,0.0%
150,2007,Rock Cartwright (FA),2,0,0.0,1,0,0,0,0,0,0.0,0,0,7,0.0,0.0,0.0%
143,2006,Rock Cartwright (FA),5,15,3.0,9,0,0,0,0,0,0.0,0,0,16,1.5,0.1,0.0%
76,2005,Rock Cartwright (FA),27,199,7.4,52,0,2,2,1,23,11.5,0,0,13,34.2,2.6,0.0%
177,2004,Rock Cartwright (FA),2,0,0.0,2,0,0,0,1,0,0.0,0,0,8,0.0,0.0,0.0%
42,2003,Rock Cartwright (FA),107,411,3.8,22,0,4,18,27,176,9.8,0,2,15,78.7,5.2,0.0%
91,2002,Rock Cartwright (FA),3,22,7.3,20,0,0,11,13,121,11.0,1,0,12,20.3,1.7,0.0%
154,2005,Rod Smart (FA),3,6,2.0,6,0,0,0,0,0,0.0,0,0,12,0.6,0.1,0.0%
160,2004,Rod Smart (FA),3,4,1.3,3,0,0,1,0,5,5.0,0,0,3,0.9,0.3,0.0%
132,2003,Rod Smart (FA),20,49,2.5,6,0,0,3,3,11,3.7,0,1,16,4.0,0.3,0.0%
148,2002,Rod Smart (FA),1,2,2.0,2,0,0,0,0,0,0.0,0,0,14,0.2,0.0,0.0%
187,2019,Rod Smith (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,7,0.0,0.0,0.0%
90,2018,Rod Smith (FA),44,127,2.9,14,0,1,9,12,60,6.7,0,0,16,24.7,1.5,0.0%
49,2017,Rod Smith (FA),55,232,4.2,45,1,4,19,23,202,10.6,1,0,15,73.4,4.9,0.0%
164,2016,Rod Smith (FA),0,0,0.0,0,0,0,1,1,4,4.0,0,0,7,0.4,0.1,0.0%
157,2015,Rod Smith (FA),2,5,2.5,3,0,0,1,2,6,6.0,0,0,11,1.1,0.1,0.0%
133,2021,Rodney Smith (FA),0,0,0.0,0,0,0,5,5,48,9.6,0,0,1,4.8,4.8,0.0%
86,2020,Rodney Smith (FA),41,156,3.8,13,0,1,9,11,59,6.6,0,0,7,27.5,3.9,0.0%
41,2007,Ron Dayne (FA),100,348,3.5,39,0,2,6,2,35,5.8,0,0,7,50.3,7.2,0.0%
39,2006,Ron Dayne (FA),151,612,4.1,19,0,5,14,0,77,5.5,0,0,10,100.9,10.1,0.0%
75,2005,Ron Dayne (FA),53,270,5.1,55,0,1,3,2,17,5.7,0,0,8,34.7,4.3,0.0%
86,2004,Ron Dayne (FA),52,179,3.4,15,0,1,1,4,7,7.0,0,0,11,24.6,2.2,0.0%
47,2002,Ron Dayne (FA),125,428,3.4,30,0,3,11,12,49,4.5,0,1,16,63.7,4.0,0.0%
58,2021,Ronald Jones II (KC),101,428,4.2,30,2,4,10,13,64,6.4,0,2,15,69.2,4.6,9.7%
15,2020,Ronald Jones II (KC),192,978,5.1,98,11,7,28,42,165,5.9,1,2,14,158.3,11.3,9.7%
27,2019,Ronald Jones II (KC),172,724,4.2,49,9,6,31,40,309,10.0,0,2,16,135.3,8.5,9.7%
99,2018,Ronald Jones II (KC),23,44,1.9,9,0,1,7,9,33,4.7,0,0,9,13.7,1.5,9.7%
101,2002,Rondell Mealey (FA),11,36,3.3,18,0,1,7,9,45,6.4,0,0,3,14.1,4.7,0.0%
158,2003,Ronney Jenkins (FA),0,0,0.0,0,0,0,0,1,0,0.0,0,0,7,0.0,0.0,0.0%
151,2002,Ronney Jenkins (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,12,0.0,0.0,0.0%
118,2014,Ronnie Brown (FA),20,63,3.2,11,0,0,5,8,44,8.8,0,0,10,10.7,1.1,0.0%
82,2013,Ronnie Brown (FA),45,157,3.5,13,0,1,8,8,60,7.5,0,0,16,27.7,1.7,0.0%
54,2012,Ronnie Brown (FA),46,220,4.8,21,1,0,49,60,371,7.6,0,0,14,59.1,4.2,0.0%
96,2011,Ronnie Brown (FA),42,136,3.2,15,0,1,0,2,0,0.0,0,1,16,17.6,1.1,0.0%
30,2010,Ronnie Brown (FA),200,734,3.7,51,0,5,33,42,242,7.3,0,2,16,123.6,7.7,0.0%
32,2009,Ronnie Brown (FA),147,648,4.4,45,0,8,14,20,98,7.0,0,1,9,125.4,13.9,0.0%
13,2008,Ronnie Brown (FA),214,916,4.3,62,0,10,33,5,254,7.7,0,0,16,182.7,11.4,0.0%
13,2007,Ronnie Brown (FA),119,602,5.1,60,0,4,39,0,389,10.0,1,0,7,131.1,18.7,0.0%
25,2006,Ronnie Brown (FA),241,"1,008",4.2,47,0,5,33,0,276,8.4,0,0,13,158.4,12.2,0.0%
22,2005,Ronnie Brown (FA),207,907,4.4,65,0,4,32,0,232,7.3,1,0,15,143.9,9.6,0.0%
127,2006,Ronnie Cruz (FA),5,19,3.8,7,0,0,2,0,20,10.0,0,0,4,3.9,1.0,0.0%
149,2005,Ronnie Cruz (FA),0,0,0.0,0,0,0,1,0,15,15.0,0,0,6,1.5,0.3,0.0%
90,2016,Ronnie Hillman (FA),41,131,3.2,17,0,0,7,15,93,13.3,0,0,8,22.4,2.8,0.0%
19,2015,Ronnie Hillman (FA),207,863,4.2,72,5,7,24,35,111,4.6,0,1,16,137.4,8.6,0.0%
41,2014,Ronnie Hillman (FA),106,434,4.1,37,3,3,21,34,139,6.6,1,0,8,81.3,10.2,0.0%
70,2013,Ronnie Hillman (FA),55,218,4.0,19,0,1,12,14,119,9.9,0,1,10,37.7,3.8,0.0%
65,2012,Ronnie Hillman (FA),85,330,3.9,31,3,1,10,12,62,6.2,0,1,14,43.2,3.1,0.0%
153,2013,Ronnie Wingo (FA),1,4,4.0,4,0,0,1,1,2,2.0,0,0,2,0.6,0.3,0.0%
150,2019,Roosevelt Nix (FA),0,0,0.0,0,0,0,2,3,4,2.0,0,0,3,0.4,0.1,0.0%
119,2018,Roosevelt Nix (FA),1,4,4.0,4,0,0,4,6,38,9.5,0,0,16,4.2,0.3,0.0%
107,2017,Roosevelt Nix (FA),3,0,0.0,1,0,1,2,3,6,3.0,1,0,16,12.6,0.8,0.0%
161,2016,Roosevelt Nix (FA),0,0,0.0,0,0,0,2,2,5,2.5,0,0,10,0.5,0.1,0.0%
149,2015,Roosevelt Nix (FA),0,0,0.0,0,0,0,2,3,16,8.0,0,0,15,1.6,0.1,0.0%
108,2015,Roy Helu (FA),17,39,2.3,12,0,0,9,16,75,8.3,1,0,9,17.4,1.9,0.0%
38,2014,Roy Helu (FA),40,216,5.4,18,0,1,42,47,477,11.4,2,1,14,85.3,6.1,0.0%
49,2013,Roy Helu (FA),62,274,4.4,24,2,4,31,42,251,8.1,0,0,16,76.5,4.8,0.0%
131,2012,Roy Helu (FA),2,2,1.0,1,0,0,7,7,45,6.4,0,0,3,4.7,1.6,0.0%
33,2011,Roy Helu (FA),151,640,4.2,28,0,2,49,59,379,7.7,1,2,15,115.9,7.7,0.0%
94,2021,Royce Freeman (HOU),56,169,3.0,13,0,0,10,16,77,7.7,0,0,12,24.6,2.1,0.1%
88,2020,Royce Freeman (HOU),35,170,4.9,23,2,0,12,13,81,6.8,0,0,16,25.1,1.6,0.1%
40,2019,Royce Freeman (HOU),132,496,3.8,26,1,3,43,50,256,6.0,1,0,16,99.2,6.2,0.1%
46,2018,Royce Freeman (HOU),130,521,4.0,24,2,5,14,20,72,5.1,0,1,14,87.3,6.2,0.1%
81,2008,Rudi Johnson (FA),58,138,2.4,15,0,1,9,0,40,4.4,0,0,10,23.8,2.4,0.0%
54,2007,Rudi Johnson (FA),71,196,2.8,20,0,0,9,0,98,10.9,1,0,5,37.4,7.5,0.0%
9,2006,Rudi Johnson (FA),341,"1,309",3.8,22,0,12,23,0,124,5.4,0,0,16,215.3,13.5,0.0%
7,2005,Rudi Johnson (FA),337,"1,458",4.3,33,0,12,23,0,90,3.9,0,0,16,226.8,14.2,0.0%
8,2004,Rudi Johnson (FA),361,"1,454",4.0,52,0,12,15,28,84,5.6,0,4,16,217.8,13.6,0.0%
19,2003,Rudi Johnson (FA),215,957,4.5,54,0,9,21,23,146,7.0,0,0,13,164.3,12.6,0.0%
112,2002,Rudi Johnson (FA),17,67,3.9,13,0,0,6,10,34,5.7,0,0,5,10.1,2.0,0.0%
177,2016,Russell Hansbrough (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,0.0%
155,2011,Ryan D'Imperio (FA),0,0,0.0,0,0,0,2,6,7,3.5,0,0,10,0.7,0.1,0.0%
90,2012,Ryan Grant (FA),32,132,4.1,18,0,2,1,2,34,34.0,0,1,5,26.6,5.3,0.0%
36,2011,Ryan Grant (FA),134,559,4.2,47,0,2,19,24,268,14.1,1,1,15,98.7,6.6,0.0%
124,2010,Ryan Grant (FA),8,45,5.6,18,0,0,0,0,0,0.0,0,0,1,4.5,4.5,0.0%
8,2009,Ryan Grant (FA),282,"1,253",4.4,62,0,11,25,30,197,7.9,0,1,16,209.0,13.1,0.0%
20,2008,Ryan Grant (FA),312,"1,203",3.9,57,0,4,18,0,116,6.4,1,0,16,161.9,10.1,0.0%
7,2007,Ryan Grant (FA),188,956,5.1,66,0,8,30,3,145,4.8,0,1,15,156.1,10.4,0.0%
116,2018,Ryan Hewitt (FA),0,0,0.0,0,0,0,1,2,1,1.0,1,0,12,6.1,0.5,0.0%
142,2017,Ryan Hewitt (FA),0,0,0.0,0,0,0,2,2,22,11.0,0,0,13,2.2,0.2,0.0%
149,2016,Ryan Hewitt (FA),0,0,0.0,0,0,0,2,3,13,6.5,0,0,16,1.3,0.1,0.0%
124,2015,Ryan Hewitt (FA),0,0,0.0,0,0,0,8,12,99,12.4,0,0,15,9.9,0.7,0.0%
125,2014,Ryan Hewitt (FA),1,0,0.0,0,0,0,10,15,86,8.6,0,0,16,8.6,0.5,0.0%
156,2011,Ryan Mahaffey (FA),0,0,0.0,0,0,0,1,1,5,5.0,0,0,2,0.5,0.3,0.0%
25,2016,Ryan Mathews (FA),155,661,4.3,30,6,8,13,14,115,8.8,1,2,13,131.6,10.1,0.0%
33,2015,Ryan Mathews (FA),106,539,5.1,63,6,6,20,28,146,7.3,1,3,13,104.5,8.0,0.0%
60,2014,Ryan Mathews (FA),74,330,4.5,32,3,3,9,10,69,7.7,0,0,6,57.9,9.7,0.0%
12,2013,Ryan Mathews (FA),285,"1,255",4.4,51,7,6,26,33,189,7.3,1,1,16,184.4,11.5,0.0%
30,2012,Ryan Mathews (FA),184,707,3.8,31,1,1,39,57,252,6.5,0,2,12,97.9,8.2,0.0%
8,2011,Ryan Mathews (FA),222,"1,091",4.9,39,0,6,50,59,455,9.1,0,2,14,186.6,13.3,0.0%
32,2010,Ryan Mathews (FA),158,678,4.3,31,0,7,22,26,145,6.6,0,3,12,118.3,9.9,0.0%
46,2009,Ryan Moats (FA),101,390,3.9,17,0,4,13,15,106,8.2,1,2,12,75.6,6.3,0.0%
87,2008,Ryan Moats (FA),26,94,3.6,12,0,1,3,0,14,4.7,0,0,7,16.8,2.4,0.0%
115,2006,Ryan Moats (FA),22,69,3.1,13,0,0,0,0,0,0.0,0,0,8,6.9,0.9,0.0%
64,2005,Ryan Moats (FA),55,278,5.1,59,0,3,4,0,7,1.8,0,0,7,46.5,6.6,0.0%
159,2021,Ryan Nall (FA),1,4,4.0,4,0,0,1,1,4,4.0,0,0,5,0.8,0.2,0.0%
112,2020,Ryan Nall (FA),3,0,0.0,0,0,0,8,9,67,8.4,1,0,15,12.7,0.8,0.0%
144,2019,Ryan Nall (FA),2,8,4.0,7,0,0,0,0,0,0.0,0,0,8,0.8,0.1,0.0%
184,2012,Ryan Torain (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,0.0%
84,2011,Ryan Torain (FA),59,200,3.4,39,0,1,6,9,23,3.8,0,0,8,28.3,3.5,0.0%
31,2010,Ryan Torain (FA),164,742,4.5,54,0,4,18,27,125,6.9,2,1,10,120.7,12.1,0.0%
95,2008,Ryan Torain (FA),15,69,4.6,19,0,1,0,0,0,0.0,0,0,2,12.9,6.5,0.0%
105,2012,Ryan Williams (FA),58,164,2.8,25,2,0,7,10,44,6.3,0,2,5,16.8,3.4,0.0%
121,2021,Ryquell Armstead (FA),15,80,5.3,26,1,0,3,4,16,5.3,0,0,2,9.6,4.8,0.0%
77,2019,Ryquell Armstead (FA),35,108,3.1,16,0,0,14,24,144,10.3,2,0,16,37.2,2.3,0.0%
91,2021,Salvon Ahmed (MIA),54,149,2.8,16,0,0,12,19,117,9.8,0,0,11,26.6,2.4,0.1%
64,2020,Salvon Ahmed (MIA),75,319,4.3,31,2,3,11,14,61,5.5,0,0,6,58.0,9.7,0.1%
120,2009,Sam Gado (FA),14,26,1.9,11,0,0,3,3,25,8.3,0,0,13,5.1,0.4,0.0%
149,2008,Sam Gado (FA),2,4,2.0,3,0,0,1,0,-1,-1.0,0,0,1,0.3,0.3,0.0%
78,2007,Sam Gado (FA),18,46,2.6,7,0,1,8,0,59,7.4,0,0,3,18.5,6.2,0.0%
63,2006,Sam Gado (FA),56,210,3.8,34,0,1,17,0,85,5.0,0,0,9,35.5,3.9,0.0%
29,2005,Sam Gado (FA),143,582,4.1,64,0,6,10,1,77,7.7,1,0,8,107.9,13.5,0.0%
117,2003,Sam Gash (FA),1,3,3.0,3,0,0,11,13,83,7.5,0,0,9,8.6,1.0,0.0%
162,2002,Sam Gash (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,0.0%
63,2021,Samaje Perine (CIN),55,246,4.5,46,4,1,27,31,196,7.3,1,0,15,56.2,3.7,5.5%
66,2020,Samaje Perine (CIN),63,301,4.8,46,3,3,11,12,66,6.0,0,0,16,54.7,3.4,5.5%
135,2019,Samaje Perine (CIN),5,16,3.2,9,0,0,0,0,0,0.0,0,0,7,1.6,0.2,5.5%
