Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST
97,2018,Neal Sterling (FA),6,8,47,7.8,12,0,0,0,0,0,0,5,4.7,0.9,0.0%
81,2017,Neal Sterling (FA),6,11,82,13.7,35,1,0,0,0,0,0,11,8.2,0.7,0.0%
74,2016,Neal Sterling (FA),12,16,110,9.2,17,0,0,0,0,0,0,10,11.0,1.1,0.0%
137,2015,Neal Sterling (FA),0,0,0,0.0,0,0,0,0,0,0,0,9,0.0,0.0,0.0%
103,2015,Nic Jacobs (FA),1,3,6,6.0,6,0,0,0,0,0,0,11,0.6,0.1,0.0%
79,2014,Nic Jacobs (FA),2,3,16,8.0,14,0,1,0,0,0,0,13,7.6,0.6,0.0%
119,2021,Nick Bowers (CIN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
115,2021,Nick Boyle (BAL),1,2,2,2.0,2,0,0,0,0,0,0,2,0.2,0.1,0.1%
58,2020,Nick Boyle (BAL),14,17,113,8.1,21,1,2,0,0,0,0,9,23.3,2.6,0.1%
38,2019,Nick Boyle (BAL),31,43,321,10.4,35,5,2,0,0,0,0,16,44.1,2.8,0.1%
59,2018,Nick Boyle (BAL),23,37,213,9.3,25,1,0,0,0,0,0,16,21.3,1.3,0.1%
55,2017,Nick Boyle (BAL),28,37,203,7.3,16,0,0,0,0,0,0,15,22.3,1.5,0.1%
89,2016,Nick Boyle (BAL),6,6,44,7.3,20,1,0,0,0,0,0,6,4.4,0.7,0.1%
60,2015,Nick Boyle (BAL),18,23,153,8.5,25,1,0,0,0,0,0,11,17.3,1.6,0.1%
83,2013,Nick Kasa (FA),1,5,9,9.0,9,0,1,0,0,0,0,16,6.9,0.4,0.0%
92,2020,Nick Keizer (FA),6,10,63,10.5,22,1,0,0,0,0,1,16,4.3,0.3,0.0%
183,2021,Nick Muse (MIN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
62,2019,Nick O'Leary (FA),13,18,109,8.4,19,0,1,0,0,0,0,12,16.9,1.4,0.0%
70,2018,Nick O'Leary (FA),8,10,86,10.8,19,0,1,0,0,0,0,12,14.6,1.2,0.0%
32,2017,Nick O'Leary (FA),22,32,322,14.6,32,7,2,0,0,0,1,15,42.2,2.8,0.0%
67,2016,Nick O'Leary (FA),9,14,114,12.7,28,2,0,0,0,0,0,16,13.4,0.8,0.0%
91,2015,Nick O'Leary (FA),1,3,37,37.0,37,1,0,0,0,0,0,4,3.7,0.9,0.0%
163,2021,Nick Ralston (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
61,2021,Nick Vannett (NO),9,15,133,14.8,30,3,1,0,0,0,0,7,19.3,2.8,0.0%
68,2020,Nick Vannett (NO),14,21,95,6.8,19,0,1,0,0,0,0,15,15.5,1.0,0.0%
63,2019,Nick Vannett (NO),17,22,166,9.8,18,0,0,0,0,0,0,16,16.6,1.0,0.0%
30,2018,Nick Vannett (NO),29,43,269,9.3,32,2,3,0,0,0,0,15,44.9,3.0,0.0%
60,2017,Nick Vannett (NO),12,15,124,10.3,21,1,1,0,0,0,0,15,18.4,1.2,0.0%
93,2016,Nick Vannett (NO),3,4,32,10.7,21,1,0,0,0,0,0,9,3.2,0.4,0.0%
150,2021,Nikola Kalinic (IND),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
80,2018,Niles Paul (FA),10,13,98,9.8,22,1,0,1,-3,0,0,6,9.5,1.6,0.0%
77,2017,Niles Paul (FA),13,19,94,7.2,32,1,0,2,4,0,0,14,9.8,0.7,0.0%
95,2016,Niles Paul (FA),2,2,27,13.5,16,0,0,0,0,0,0,8,2.7,0.3,0.0%
23,2014,Niles Paul (FA),39,52,507,13.0,50,7,1,0,0,0,1,16,54.7,3.4,0.0%
87,2013,Niles Paul (FA),4,8,51,12.8,25,1,0,0,0,0,0,15,5.1,0.3,0.0%
52,2012,Niles Paul (FA),8,15,152,19.0,37,5,1,1,-1,0,0,16,21.1,1.3,0.0%
89,2011,Niles Paul (FA),2,5,25,12.5,14,0,0,1,7,0,0,13,3.2,0.2,0.0%
13,2021,Noah Fant (SEA),68,90,670,9.9,35,9,4,0,0,0,0,16,91.0,5.7,39.5%
13,2020,Noah Fant (SEA),62,93,673,10.9,37,11,3,0,0,0,0,15,87.3,5.8,39.5%
16,2019,Noah Fant (SEA),40,66,562,14.1,75,18,3,3,-12,0,1,16,71.0,4.4,39.5%
79,2021,Noah Gray (KC),7,10,36,5.1,8,0,1,0,0,0,0,7,9.6,1.4,0.1%
169,2021,Noah Grey (KC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
131,2021,Noah Togiai (PHI),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
129,2020,Noah Togiai (PHI),0,1,0,0.0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%
60,2021,O.J. Howard (HOU),14,21,135,9.6,21,1,1,0,0,0,0,11,19.5,1.8,0.8%
53,2020,O.J. Howard (HOU),11,19,146,13.3,33,3,2,0,0,0,0,4,26.6,6.7,0.8%
31,2019,O.J. Howard (HOU),34,53,459,13.5,33,11,1,0,0,0,1,14,49.9,3.6,0.8%
10,2018,O.J. Howard (HOU),34,48,565,16.6,75,16,5,0,0,0,0,10,86.5,8.7,0.8%
17,2017,O.J. Howard (HOU),26,39,432,16.6,58,9,6,0,0,0,2,14,75.2,5.4,0.8%
72,2003,O.J. Santiago (FA),5,7,69,13.8,36,0,0,0,0,0,0,9,6.9,0.8,0.0%
108,2018,Orson Charles (FA),3,5,23,7.7,9,0,0,0,0,0,0,13,2.3,0.2,0.0%
89,2017,Orson Charles (FA),2,2,53,26.5,35,1,0,0,0,0,0,5,5.3,1.1,0.0%
112,2016,Orson Charles (FA),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
104,2013,Orson Charles (FA),1,2,8,8.0,8,0,0,0,0,0,0,13,0.8,0.1,0.0%
64,2012,Orson Charles (FA),8,10,101,12.6,25,1,0,0,0,0,0,16,10.1,0.6,0.0%
21,2015,Owen Daniels (FA),46,77,517,11.2,37,6,3,0,0,0,0,16,69.7,4.4,0.0%
17,2014,Owen Daniels (FA),48,79,527,11.0,39,5,4,0,0,0,0,15,76.7,5.1,0.0%
38,2013,Owen Daniels (FA),24,41,252,10.5,28,3,3,0,0,0,0,5,43.2,8.6,0.0%
8,2012,Owen Daniels (FA),62,104,716,11.5,39,7,6,0,0,0,0,15,107.6,7.2,0.0%
17,2011,Owen Daniels (FA),54,85,677,12.5,34,0,3,0,0,0,0,15,85.7,5.7,0.0%
27,2010,Owen Daniels (FA),38,68,471,12.4,31,0,2,0,0,0,0,11,59.1,5.4,0.0%
17,2009,Owen Daniels (FA),40,58,519,13.0,44,0,5,0,0,0,0,8,81.9,10.2,0.0%
5,2008,Owen Daniels (FA),70,11,862,12.3,35,0,2,0,0,0,0,16,98.2,6.1,0.0%
7,2007,Owen Daniels (FA),63,13,768,12.2,29,0,3,0,0,0,1,16,92.8,5.8,0.0%
14,2006,Owen Daniels (FA),34,0,352,10.4,33,0,5,0,0,0,0,14,65.2,4.7,0.0%
88,2021,Parker Hesse (ATL),5,6,43,8.6,17,0,0,0,0,0,0,4,4.3,1.1,0.0%
12,2021,Pat Freiermuth (PIT),60,79,497,8.3,24,2,7,0,0,0,1,16,91.7,5.7,86.0%
41,2004,Patrick Hape (FA),8,17,35,4.4,11,0,4,0,0,0,0,10,27.5,2.8,0.0%
80,2003,Patrick Hape (FA),3,4,30,10.0,12,0,0,0,0,0,0,4,3.0,0.8,0.0%
55,2002,Patrick Hape (FA),6,14,26,4.3,7,0,2,0,0,0,0,8,14.6,1.8,0.0%
221,2021,Patrick Scales (CHI),0,0,0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%
151,2020,Patrick Scales (CHI),0,0,0,0.0,0,0,0,0,0,0,0,15,0.0,0.0,0.0%
147,2019,Patrick Scales (CHI),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%
143,2018,Patrick Scales (CHI),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%
140,2016,Patrick Scales (CHI),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%
141,2015,Patrick Scales (CHI),0,0,0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%
139,2014,Patrick Scales (CHI),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
197,2021,Paul Quessenberry (HOU),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
29,2002,Pete Mitchell (FA),25,36,246,9.8,45,0,2,0,0,0,0,13,36.6,2.8,0.0%
193,2021,Peyton Hendershot (DAL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
65,2021,Pharaoh Brown (HOU),23,34,171,7.4,29,2,0,0,0,0,1,13,15.1,1.2,0.1%
52,2020,Pharaoh Brown (HOU),14,16,163,11.6,29,2,2,0,0,0,0,13,28.3,2.2,0.1%
99,2019,Pharaoh Brown (HOU),2,3,27,13.5,18,0,0,0,0,0,0,9,2.7,0.3,0.1%
123,2017,Pharaoh Brown (HOU),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.1%
76,2017,Phillip Supernaw (FA),4,6,39,9.8,20,1,1,0,0,0,0,16,9.9,0.6,0.0%
85,2016,Phillip Supernaw (FA),4,5,62,15.5,30,1,0,0,0,0,0,15,6.2,0.4,0.0%
98,2015,Phillip Supernaw (FA),3,4,32,10.7,16,0,0,0,0,0,1,16,1.2,0.1,0.0%
95,2014,Phillip Supernaw (FA),3,3,30,10.0,29,1,0,0,0,0,0,8,3.0,0.4,0.0%
123,2013,Phillip Supernaw (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
39,2007,Quinn Sypniewski (FA),22,0,148,6.7,13,0,1,0,0,0,0,6,20.8,3.5,0.0%
95,2006,Quinn Sypniewski (FA),2,0,15,7.5,9,0,0,0,0,0,0,7,1.5,0.2,0.0%
200,2021,Quintin Morris (BUF),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
39,2006,Randal Williams (FA),28,0,293,10.5,28,0,0,0,0,0,0,14,29.3,2.1,0.0%
52,2005,Randal Williams (FA),13,0,164,12.6,34,0,0,0,0,0,0,12,16.4,1.4,0.0%
91,2004,Randal Williams (FA),1,3,14,14.0,14,0,0,1,13,0,0,2,2.7,1.4,0.0%
90,2003,Randal Williams (FA),0,3,0,0.0,0,0,0,0,0,0,0,9,0.0,0.0,0.0%
98,2002,Randal Williams (FA),0,0,0,0.0,0,0,0,0,0,0,0,8,0.0,0.0,0.0%
97,2017,Randall Telfer (FA),3,4,36,12.0,20,1,0,0,0,0,0,16,3.6,0.2,0.0%
111,2016,Randall Telfer (FA),2,7,4,2.0,7,0,0,0,0,0,0,14,0.4,0.0,0.0%
81,2012,Randy McMichael (FA),9,13,51,5.7,13,0,0,0,0,0,0,11,5.1,0.5,0.0%
44,2011,Randy McMichael (FA),30,44,271,9.0,30,0,0,0,0,0,0,15,27.1,1.8,0.0%
38,2010,Randy McMichael (FA),20,27,221,11.1,28,0,2,0,0,0,0,15,34.1,2.3,0.0%
33,2009,Randy McMichael (FA),34,62,332,9.8,35,0,1,0,0,0,0,16,39.2,2.5,0.0%
22,2007,Randy McMichael (FA),19,0,248,13.1,29,0,1,0,0,0,0,8,30.8,3.9,0.0%
11,2006,Randy McMichael (FA),62,0,640,10.3,24,0,3,0,0,0,0,16,82.0,5.1,0.0%
10,2005,Randy McMichael (FA),60,0,582,9.7,30,0,5,0,0,0,0,16,88.2,5.5,0.0%
6,2004,Randy McMichael (FA),73,118,791,10.8,42,0,4,0,0,0,0,16,105.1,6.6,0.0%
7,2003,Randy McMichael (FA),49,83,598,12.2,46,0,2,0,0,0,0,16,71.8,4.5,0.0%
10,2002,Randy McMichael (FA),39,68,485,12.4,45,0,4,1,8,0,1,16,71.3,4.5,0.0%
122,2014,Rashaun Allen (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
120,2021,Rashod Berry (FA),0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,0.0,3.0%
136,2020,Rashod Berry (FA),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,3.0%
98,2003,Rashod Kent (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
136,2021,Reggie Gilliam (BUF),3,5,23,7.7,8,0,0,3,3,0,0,8,0.0,0.0,0.0%
135,2020,Reggie Gilliam (BUF),2,2,16,8.0,15,0,1,0,0,0,0,14,0.0,0.0,0.0%
106,2011,Reggie Kelly (FA),1,2,7,7.0,7,0,0,0,0,0,0,4,0.7,0.2,0.0%
86,2010,Reggie Kelly (FA),10,13,42,4.2,9,0,0,0,0,0,0,10,4.2,0.4,0.0%
51,2008,Reggie Kelly (FA),20,0,135,6.8,31,0,0,0,0,0,0,9,13.5,1.5,0.0%
50,2007,Reggie Kelly (FA),11,0,131,11.9,23,0,0,0,0,0,0,7,13.1,1.9,0.0%
37,2006,Reggie Kelly (FA),21,0,254,12.1,32,0,1,0,0,0,0,13,31.4,2.4,0.0%
53,2005,Reggie Kelly (FA),15,0,90,6.0,16,0,1,0,0,0,0,10,15.0,1.5,0.0%
72,2004,Reggie Kelly (FA),15,21,85,5.7,14,0,0,0,0,0,0,13,8.5,0.7,0.0%
55,2003,Reggie Kelly (FA),13,21,81,6.2,13,0,1,0,0,0,0,11,14.1,1.3,0.0%
52,2002,Reggie Kelly (FA),14,20,162,11.6,33,0,0,0,0,0,0,13,16.2,1.2,0.0%
51,2019,Rhett Ellison (FA),18,28,167,9.3,31,4,1,0,0,0,0,10,22.7,2.3,0.0%
35,2018,Rhett Ellison (FA),25,34,272,10.9,29,2,1,0,0,0,0,14,35.2,2.5,0.0%
40,2017,Rhett Ellison (FA),24,32,235,9.8,27,1,2,0,0,0,0,16,35.5,2.2,0.0%
73,2016,Rhett Ellison (FA),9,14,57,6.3,21,1,0,1,1,1,0,15,11.8,0.8,0.0%
59,2015,Rhett Ellison (FA),11,19,124,11.3,41,2,1,0,0,0,0,15,18.4,1.2,0.0%
49,2014,Rhett Ellison (FA),19,26,208,10.9,40,3,1,0,0,0,0,16,28.8,1.8,0.0%
63,2013,Rhett Ellison (FA),5,10,61,12.2,17,0,1,0,0,0,0,11,12.1,1.1,0.0%
76,2012,Rhett Ellison (FA),7,9,65,9.3,29,1,0,0,0,0,0,16,6.5,0.4,0.0%
69,2008,Richard Angulo (FA),7,1,62,8.9,17,0,0,0,0,0,0,7,6.2,0.9,0.0%
94,2005,Richard Angulo (FA),1,0,11,11.0,11,0,0,0,0,0,0,1,1.1,1.1,0.0%
108,2003,Richard Angulo (FA),0,1,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
124,2015,Richard Gordon (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
132,2014,Richard Gordon (FA),0,1,0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%
110,2013,Richard Gordon (FA),1,1,3,3.0,3,0,0,0,0,0,0,2,0.3,0.2,0.0%
75,2012,Richard Gordon (FA),2,7,9,4.5,8,0,1,0,0,0,0,13,6.9,0.5,0.0%
112,2011,Richard Gordon (FA),1,1,2,2.0,2,0,0,0,0,0,0,14,0.2,0.0,0.0%
87,2007,Richard Owens (FA),1,0,9,9.0,9,0,0,0,0,0,0,4,0.9,0.2,0.0%
66,2006,Richard Owens (FA),6,0,45,7.5,16,0,1,0,0,0,0,9,10.5,1.2,0.0%
89,2005,Richard Owens (FA),2,0,18,9.0,12,0,0,0,0,0,0,12,1.8,0.2,0.0%
76,2004,Richard Owens (FA),8,8,69,8.6,18,0,0,0,0,0,0,4,6.9,1.7,0.0%
120,2011,Richard Quinn (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
99,2010,Richard Quinn (FA),1,2,9,9.0,9,0,0,0,0,0,0,14,0.9,0.1,0.0%
109,2009,Richard Quinn (FA),0,1,0,0.0,0,0,0,0,0,0,0,15,0.0,0.0,0.0%
107,2021,Richard Rodgers (FA),2,2,11,5.5,9,0,0,0,0,0,0,1,1.1,1.1,0.0%
31,2020,Richard Rodgers (FA),24,31,345,14.4,33,7,2,0,0,0,0,14,46.5,3.3,0.0%
140,2019,Richard Rodgers (FA),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
115,2018,Richard Rodgers (FA),1,1,7,7.0,7,0,0,0,0,0,0,7,0.7,0.1,0.0%
56,2017,Richard Rodgers (FA),12,19,160,13.3,36,3,1,0,0,0,0,15,22.0,1.5,0.0%
37,2016,Richard Rodgers (FA),30,47,271,9.0,22,2,2,0,0,0,0,16,39.1,2.4,0.0%
9,2015,Richard Rodgers (FA),58,85,510,8.8,61,6,8,1,11,0,0,16,102.1,6.4,0.0%
40,2014,Richard Rodgers (FA),20,30,225,11.3,43,3,2,0,0,0,0,16,34.5,2.2,0.0%
115,2015,Richie Brockel (FA),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
130,2014,Richie Brockel (FA),0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%
139,2013,Richie Brockel (FA),1,1,12,12.0,12,0,0,1,1,0,1,16,-0.7,-0.0,0.0%
131,2012,Richie Brockel (FA),0,1,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%
71,2011,Richie Brockel (FA),3,3,13,4.3,5,0,0,3,12,1,0,11,8.5,0.8,0.0%
84,2004,Rickey Dudley (FA),3,4,48,16.0,24,0,0,0,0,0,0,3,4.8,1.6,0.0%
66,2003,Rickey Dudley (FA),7,11,42,6.0,9,0,1,0,0,0,0,5,10.2,2.0,0.0%
28,2002,Rickey Dudley (FA),16,26,192,12.0,35,0,3,0,0,0,0,13,37.2,2.9,0.0%
35,2021,Ricky Seals-Jones (FA),30,49,271,9.0,39,2,2,0,0,0,0,11,39.1,3.6,0.1%
157,2020,Ricky Seals-Jones (FA),0,1,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.1%
36,2019,Ricky Seals-Jones (FA),14,22,229,16.4,59,9,4,0,0,0,1,14,44.9,3.2,0.1%
33,2018,Ricky Seals-Jones (FA),34,69,343,10.1,40,9,1,0,0,0,0,15,40.3,2.7,0.1%
36,2017,Ricky Seals-Jones (FA),12,28,201,16.8,29,5,3,0,0,0,0,10,38.1,3.8,0.1%
98,2018,Rico Gathers (FA),3,7,45,15.0,32,2,0,0,0,0,0,15,4.5,0.3,0.0%
5,2021,Rob Gronkowski (FA),55,88,802,14.6,42,20,6,0,0,0,0,12,116.2,9.7,3.5%
8,2020,Rob Gronkowski (FA),45,77,623,13.8,48,16,7,0,0,0,0,16,104.3,6.5,3.5%
139,2019,Rob Gronkowski (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,3.5%
11,2018,Rob Gronkowski (FA),47,72,682,14.5,42,13,3,0,0,0,1,13,84.2,6.5,3.5%
1,2017,Rob Gronkowski (FA),69,105,"1,084",15.7,53,18,8,0,0,0,0,14,158.4,11.3,3.5%
22,2016,Rob Gronkowski (FA),25,38,540,21.6,53,12,3,0,0,0,0,8,72.0,9.0,3.5%
1,2015,Rob Gronkowski (FA),72,120,"1,176",16.3,76,22,11,0,0,0,0,15,183.6,12.2,3.5%
1,2014,Rob Gronkowski (FA),82,131,"1,124",13.7,46,19,12,0,0,0,0,15,184.4,12.3,3.5%
16,2013,Rob Gronkowski (FA),39,66,592,15.2,50,10,4,0,0,0,0,7,83.2,11.9,3.5%
2,2012,Rob Gronkowski (FA),55,80,790,14.4,41,13,11,0,0,0,1,11,143.0,13.0,3.5%
1,2011,Rob Gronkowski (FA),90,124,"1,327",14.7,52,0,17,1,2,1,0,16,240.9,15.1,3.5%
5,2010,Rob Gronkowski (FA),42,59,546,13.0,28,0,10,0,0,0,1,16,112.6,7.0,3.5%
92,2015,Rob Housler (FA),4,7,33,8.3,12,0,0,0,0,0,0,10,3.3,0.3,0.0%
66,2014,Rob Housler (FA),9,17,129,14.3,27,3,0,1,1,0,0,15,13.0,0.9,0.0%
33,2013,Rob Housler (FA),39,57,454,11.6,31,7,1,0,0,0,0,13,51.4,4.0,0.0%
38,2012,Rob Housler (FA),45,68,417,9.3,33,5,0,0,0,0,0,15,41.7,2.8,0.0%
63,2011,Rob Housler (FA),12,26,133,11.1,21,0,0,0,0,0,1,12,11.3,0.9,0.0%
92,2005,Robert Johnson (FA),1,1,14,14.0,14,0,0,0,0,0,0,1,1.4,1.4,0.0%
65,2010,Robert Royal (FA),5,12,56,11.2,20,0,1,0,0,0,0,7,11.6,1.7,0.0%
52,2009,Robert Royal (FA),11,26,134,12.2,29,0,1,0,0,0,0,10,19.4,1.9,0.0%
38,2008,Robert Royal (FA),22,3,257,11.7,25,0,0,0,0,0,0,10,25.7,2.6,0.0%
41,2007,Robert Royal (FA),13,4,136,10.5,27,0,1,0,0,0,0,6,19.6,3.3,0.0%
29,2006,Robert Royal (FA),23,0,233,10.1,33,0,3,1,-9,0,0,15,40.4,2.7,0.0%
46,2005,Robert Royal (FA),18,7,131,7.3,29,0,1,0,0,0,0,11,19.1,1.7,0.0%
37,2004,Robert Royal (FA),8,15,70,8.8,23,0,4,0,0,0,0,10,31.0,3.1,0.0%
77,2003,Robert Royal (FA),5,11,48,9.6,20,0,0,0,0,0,0,4,4.8,1.2,0.0%
49,2021,Robert Tonyan (GB),18,29,204,11.3,33,5,2,0,0,0,0,8,32.4,4.1,19.1%
3,2020,Robert Tonyan (GB),52,59,586,11.3,45,13,11,0,0,0,0,16,124.6,7.8,19.1%
65,2019,Robert Tonyan (GB),10,15,100,10.0,28,2,1,0,0,0,0,11,16.0,1.5,19.1%
71,2018,Robert Tonyan (GB),4,6,77,19.3,54,4,1,0,0,0,0,16,13.7,0.9,19.1%
103,2002,Rod Rutledge (FA),0,3,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
92,2004,Rod Trafford (FA),3,4,25,8.3,10,0,0,0,0,0,0,4,2.5,0.6,0.0%
173,2021,Roger Carter Jr. (LAR),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
86,2005,Roland Williams (FA),3,0,21,7.0,12,0,0,0,0,0,0,3,2.1,0.7,0.0%
105,2004,Roland Williams (FA),0,1,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%
43,2002,Roland Williams (FA),27,40,213,7.9,19,0,0,0,0,0,0,13,21.3,1.6,0.0%
71,2021,Ross Dwelley (SF),4,5,51,12.8,21,1,1,0,0,0,0,4,11.1,2.8,0.0%
48,2020,Ross Dwelley (SF),19,24,245,12.9,36,4,1,0,0,0,0,16,30.5,1.9,0.0%
53,2019,Ross Dwelley (SF),15,22,91,6.1,25,1,2,0,0,0,0,16,21.1,1.3,0.0%
110,2018,Ross Dwelley (SF),2,2,14,7.0,8,0,0,0,0,0,0,11,1.4,0.1,0.0%
147,2020,Ross Travis (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
96,2019,Ross Travis (FA),4,6,51,12.8,25,1,0,0,0,0,1,3,3.1,1.0,0.0%
83,2017,Ross Travis (FA),7,17,76,10.9,20,1,0,0,0,0,0,15,7.6,0.5,0.0%
101,2016,Ross Travis (FA),3,6,15,5.0,6,0,0,0,0,0,0,6,1.5,0.3,0.0%
39,2021,Ryan Griffin (CHI),27,42,261,9.7,29,4,2,0,0,0,0,14,38.1,2.7,0.1%
80,2020,Ryan Griffin (CHI),9,12,86,9.6,23,1,0,0,0,0,0,15,8.6,0.6,0.1%
20,2019,Ryan Griffin (CHI),34,41,320,9.4,45,6,5,0,0,0,0,13,64.0,4.9,0.1%
41,2018,Ryan Griffin (CHI),24,43,305,12.7,47,6,0,0,0,0,0,14,30.5,2.2,0.1%
54,2017,Ryan Griffin (CHI),13,26,158,12.2,35,2,1,0,0,0,0,7,23.8,3.4,0.1%
27,2016,Ryan Griffin (CHI),50,74,442,8.8,45,4,2,0,0,0,1,16,54.2,3.4,0.1%
38,2015,Ryan Griffin (CHI),20,34,251,12.6,37,4,2,0,0,0,0,9,37.1,4.1,0.1%
62,2014,Ryan Griffin (CHI),10,16,91,9.1,25,1,1,0,0,0,0,16,15.1,0.9,0.1%
49,2013,Ryan Griffin (CHI),19,28,244,12.8,40,3,1,0,0,0,0,15,30.4,2.0,0.1%
54,2005,Ryan Hannam (FA),13,5,89,6.8,20,0,1,0,0,0,0,10,14.9,1.5,0.0%
64,2004,Ryan Hannam (FA),8,12,110,13.8,36,0,0,0,0,0,0,9,11.0,1.2,0.0%
89,2003,Ryan Hannam (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
68,2002,Ryan Hannam (FA),1,1,16,16.0,16,0,1,0,0,0,0,6,7.6,1.3,0.0%
136,2018,Ryan Hewitt (FA),1,2,1,1.0,1,0,1,0,0,0,0,12,0.0,0.0,0.0%
138,2017,Ryan Hewitt (FA),2,2,22,11.0,16,0,0,0,0,0,0,13,0.0,0.0,0.0%
115,2016,Ryan Hewitt (FA),2,3,13,6.5,8,0,0,0,0,0,0,16,0.0,0.0,0.0%
117,2015,Ryan Hewitt (FA),8,12,99,12.4,22,2,0,0,0,0,0,15,0.0,0.0,0.0%
126,2014,Ryan Hewitt (FA),10,15,86,8.6,19,0,0,1,0,0,0,16,0.0,0.0,0.0%
63,2020,Ryan Izzo (FA),13,20,199,15.3,50,6,0,0,0,0,1,12,17.9,1.5,0.0%
60,2019,Ryan Izzo (FA),6,9,114,19.0,41,5,1,0,0,0,0,6,17.4,2.9,0.0%
85,2007,Ryan Krause (FA),2,0,11,5.5,6,0,0,0,0,0,0,1,1.1,1.1,0.0%
59,2004,Ryan Krause (FA),5,6,81,16.2,29,0,1,0,0,0,0,1,14.1,14.1,0.0%
106,2017,Ryan Malleck (FA),1,1,3,3.0,3,0,0,0,0,0,0,2,0.3,0.2,0.0%
83,2007,Ryan Neufeld (FA),2,0,14,7.0,8,0,0,0,0,0,0,5,1.4,0.3,0.0%
78,2006,Ryan Neufeld (FA),1,0,4,4.0,4,0,1,0,0,0,0,4,6.4,1.6,0.0%
95,2005,Ryan Neufeld (FA),1,0,9,9.0,9,0,0,0,0,0,0,8,0.9,0.1,0.0%
78,2004,Ryan Neufeld (FA),6,14,61,10.2,29,0,0,0,0,0,0,12,6.1,0.5,0.0%
76,2003,Ryan Neufeld (FA),3,5,41,13.7,25,0,0,1,14,0,0,8,5.5,0.7,0.0%
124,2017,Ryan O'Malley (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
133,2016,Ryan O'Malley (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
89,2010,Ryan Purvis (FA),5,6,38,7.6,12,0,0,0,0,0,0,5,3.8,0.8,0.0%
133,2014,Ryan Taylor (FA),0,0,0,0.0,0,0,0,0,0,0,0,13,0.0,0.0,0.0%
98,2013,Ryan Taylor (FA),6,9,30,5.0,8,0,0,0,0,0,0,14,3.0,0.2,0.0%
98,2012,Ryan Taylor (FA),1,1,11,11.0,11,0,0,0,0,0,0,16,1.1,0.1,0.0%
77,2011,Ryan Taylor (FA),1,1,4,4.0,4,0,1,0,0,0,0,15,6.4,0.4,0.0%
159,2021,Sammis Reyes (FA),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%
